player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Aleksandar Radovanović,SRB,DF,Almería,La Liga,29,1993,6.3,181.0,197.0,91.9,3645.0,1019.0,49.0,51.0,96.1,107.0,110.0,97.3,21.0,30.0,70.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,2.0,56.0,68.0,82.4,1211.0,583.0,19.0,19.0,100.0,29.0,30.0,96.7,8.0,19.0,42.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,7.0,169.0,222.0,76.1,5495.0,3933.0,24.0,24.0,100.0,68.0,70.0,97.1,77.0,128.0,60.2,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Hamza Rafia,TUN,MF,Lecce,Serie A,24,1999,13.4,359.0,504.0,71.2,5633.0,1650.0,179.0,223.0,80.3,132.0,165.0,80.0,27.0,71.0,38.0,0,0.8,1.1,-0.8,15.0,41.0,6.0,1.0,46.0
Abdellah Raihani,MAR,FW,Atlético Madrid,La Liga,19,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,24.4,990.0,1159.0,85.4,19217.0,7350.0,337.0,384.0,87.8,544.0,598.0,91.0,103.0,150.0,68.7,2,2.0,0.8,0.0,8.0,61.0,2.0,0.0,80.0
Luca Raimund,GER,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,16.0,23.0,69.6,203.0,18.0,11.0,14.0,78.6,5.0,7.0,71.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,36.0,735.0,1249.0,58.8,28267.0,23581.0,74.0,74.0,100.0,251.0,258.0,97.3,407.0,911.0,44.7,0,0.2,0.1,-0.2,4.0,50.0,1.0,0.0,0.0
Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,Premier League,20,2002,1.5,37.0,50.0,74.0,535.0,79.0,24.0,28.0,85.7,11.0,16.0,68.8,2.0,3.0,66.7,0,0.2,0.1,-0.2,2.0,2.0,0.0,0.0,2.0
Ivan Rakitić,CRO,MF,Sevilla,La Liga,35,1988,15.8,821.0,1095.0,75.0,16004.0,4888.0,352.0,406.0,86.7,302.0,374.0,80.7,145.0,259.0,56.0,1,3.0,4.1,-2.0,49.0,111.0,26.0,16.0,127.0
Ylber Ramadani,ALB,MF,Lecce,Serie A,27,1996,33.0,991.0,1250.0,79.3,18442.0,5050.0,382.0,452.0,84.5,466.0,531.0,87.8,120.0,199.0,60.3,0,0.5,0.7,-0.5,16.0,103.0,10.0,3.0,121.0
Largie Ramazani,BEL,"FW,MF",Almería,La Liga,22,2001,17.3,203.0,340.0,59.7,3265.0,1275.0,109.0,150.0,72.7,64.0,108.0,59.3,19.0,43.0,44.2,5,5.7,2.4,-0.7,26.0,26.0,16.0,2.0,42.0
Benito Ramírez,ESP,"FW,MF",Las Palmas,La Liga,28,1995,4.3,136.0,196.0,69.4,1861.0,488.0,99.0,109.0,90.8,23.0,37.0,62.2,8.0,29.0,27.6,1,0.5,0.4,0.5,2.0,8.0,5.0,3.0,5.0
Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28,1995,20.1,516.0,690.0,74.8,7912.0,1872.0,302.0,353.0,85.6,148.0,178.0,83.1,47.0,92.0,51.1,3,2.6,3.0,0.4,32.0,18.0,25.0,4.0,54.0
Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26,1997,29.0,274.0,486.0,56.4,3305.0,630.0,181.0,275.0,65.8,65.0,129.0,50.4,7.0,16.0,43.8,1,1.7,1.4,-0.7,14.0,13.0,9.0,1.0,28.0
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22,2001,15.8,304.0,397.0,76.6,3651.0,601.0,199.0,245.0,81.2,67.0,90.0,74.4,7.0,11.0,63.6,1,2.4,1.6,-1.4,15.0,18.0,9.0,0.0,29.0
Sergio Ramos,ESP,DF,Sevilla,La Liga,37,1986,28.0,1356.0,1524.0,89.0,29709.0,10962.0,387.0,420.0,92.1,712.0,754.0,94.4,248.0,325.0,76.3,0,0.1,0.4,-0.1,4.0,103.0,3.0,0.0,81.0
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,6.0,131.0,188.0,69.7,3303.0,2420.0,38.0,38.0,100.0,61.0,62.0,98.4,32.0,86.0,37.2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
Aaron Ramsey,ENG,"MF,FW",Burnley,Premier League,20,2003,5.9,118.0,151.0,78.1,1856.0,224.0,71.0,84.0,84.5,37.0,46.0,80.4,9.0,10.0,90.0,0,0.4,0.5,-0.4,1.0,7.0,2.0,0.0,8.0
Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,22,2001,9.5,257.0,322.0,79.8,3751.0,863.0,143.0,173.0,82.7,97.0,115.0,84.3,9.0,12.0,75.0,1,1.0,1.4,0.0,10.0,22.0,5.0,0.0,28.0
Luca Ranieri,ITA,DF,Fiorentina,Serie A,24,1999,22.9,1142.0,1362.0,83.8,23351.0,8689.0,350.0,385.0,90.9,617.0,682.0,90.5,165.0,265.0,62.3,1,0.4,0.7,0.6,7.0,95.0,11.0,2.0,99.0
Filippo Ranocchia,ITA,"MF,DF",Empoli,Serie A,22,2001,5.3,152.0,216.0,70.4,2895.0,1062.0,61.0,73.0,83.6,66.0,80.0,82.5,21.0,51.0,41.2,0,0.5,1.0,-0.5,4.0,17.0,4.0,0.0,21.0
Grant Ranos,ARM,"MF,FW",Gladbach,Bundesliga,20,2003,0.5,20.0,25.0,80.0,262.0,76.0,9.0,10.0,90.0,8.0,11.0,72.7,0.0,1.0,0.0,0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,3.0
Raphinha,BRA,"FW,MF",Barcelona,La Liga,26,1996,15.2,522.0,693.0,75.3,8785.0,2397.0,261.0,313.0,83.4,182.0,222.0,82.0,63.0,114.0,55.3,9,5.7,5.0,3.3,41.0,39.0,32.0,8.0,57.0
Nicolai Rapp,GER,DF,Werder Bremen,Bundesliga,26,1996,0.8,32.0,40.0,80.0,563.0,213.0,12.0,14.0,85.7,18.0,22.0,81.8,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,30,1993,13.1,294.0,392.0,75.0,3753.0,849.0,191.0,225.0,84.9,75.0,106.0,70.8,6.0,17.0,35.3,0,1.2,0.8,-1.2,12.0,16.0,5.0,3.0,22.0
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,25.2,559.0,742.0,75.3,7674.0,2035.0,351.0,418.0,84.0,139.0,192.0,72.4,33.0,61.0,54.1,2,2.3,2.8,-0.3,23.0,34.0,30.0,1.0,65.0
Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23,2000,17.6,525.0,709.0,74.0,9296.0,1615.0,242.0,289.0,83.7,198.0,258.0,76.7,67.0,113.0,59.3,3,4.0,3.0,-1.0,36.0,38.0,15.0,5.0,54.0
Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25,1998,7.0,245.0,313.0,78.3,3843.0,1243.0,135.0,159.0,84.9,90.0,108.0,83.3,16.0,27.0,59.3,0,0.6,0.6,-0.6,6.0,15.0,5.0,3.0,19.0
Raúl,ESP,FW,Osasuna,La Liga,22,2000,15.1,191.0,306.0,62.4,2465.0,453.0,128.0,190.0,67.4,46.0,68.0,67.6,6.0,10.0,60.0,1,0.6,0.8,0.4,10.0,14.0,6.0,0.0,22.0
David Raum,GER,DF,RB Leipzig,Bundesliga,25,1998,30.4,1566.0,2154.0,72.7,28030.0,10264.0,680.0,769.0,88.4,697.0,906.0,76.9,162.0,371.0,43.7,8,7.3,10.7,0.7,68.0,92.0,62.0,34.0,131.0
Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,5.9,166.0,206.0,80.6,3557.0,2149.0,58.0,58.0,100.0,82.0,83.0,98.8,25.0,64.0,39.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Raya,ESP,GK,Arsenal,Premier League,27,1995,32.0,800.0,1068.0,74.9,19691.0,14108.0,228.0,231.0,98.7,387.0,391.0,99.0,183.0,439.0,41.7,0,0.0,0.1,0.0,0.0,30.0,0.0,0.0,2.0
Tim Ream,USA,DF,Fulham,Premier League,35,1987,16.7,944.0,1060.0,89.1,18892.0,6949.0,308.0,333.0,92.5,515.0,559.0,92.1,110.0,143.0,76.9,0,0.0,0.1,0.0,0.0,78.0,1.0,0.0,65.0
Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,24,1998,8.0,124.0,225.0,55.1,2213.0,845.0,63.0,84.0,75.0,40.0,67.0,59.7,17.0,45.0,37.8,0,1.8,1.7,-1.8,18.0,12.0,6.0,3.0,14.0
Nathan Redmond,ENG,"FW,MF",Burnley,Premier League,29,1994,1.6,48.0,73.0,65.8,723.0,137.0,30.0,36.0,83.3,11.0,19.0,57.9,4.0,9.0,44.4,0,0.3,0.4,-0.3,3.0,3.0,4.0,1.0,8.0
Harrison Reed,ENG,MF,Fulham,Premier League,28,1995,14.7,627.0,748.0,83.8,9667.0,2279.0,306.0,341.0,89.7,263.0,298.0,88.3,33.0,51.0,64.7,2,1.1,1.5,0.9,14.0,40.0,15.0,2.0,56.0
Sergio Reguilón,ESP,DF,Manchester Utd,Premier League,26,1996,4.6,244.0,314.0,77.7,3669.0,1356.0,137.0,157.0,87.3,84.0,111.0,75.7,16.0,26.0,61.5,0,0.7,0.6,-0.7,8.0,20.0,4.0,2.0,27.0
Sergio Reguilón,ESP,DF,Brentford,Premier League,26,1996,12.4,351.0,522.0,67.2,6057.0,2626.0,161.0,194.0,83.0,147.0,201.0,73.1,34.0,82.0,41.5,4,2.8,2.2,1.2,20.0,17.0,17.0,13.0,38.0
Bobby Reid,JAM,FW,Fulham,Premier League,30,1993,15.8,364.0,487.0,74.7,5129.0,1431.0,211.0,240.0,87.9,112.0,157.0,71.3,17.0,37.0,45.9,2,1.8,1.2,0.2,17.0,25.0,17.0,5.0,47.0
Tijjani Reijnders,NED,MF,Milan,Serie A,25,1998,31.3,1575.0,1746.0,90.2,24974.0,6527.0,773.0,822.0,94.0,664.0,708.0,93.8,92.0,129.0,71.3,3,3.7,4.1,-0.7,50.0,168.0,37.0,6.0,204.0
Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,2.0,57.0,69.0,82.6,1467.0,1057.0,11.0,11.0,100.0,32.0,32.0,100.0,14.0,26.0,53.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Reinier,BRA,"MF,FW",Frosinone,Serie A,21,2002,11.8,318.0,401.0,79.3,4584.0,1095.0,192.0,220.0,87.3,103.0,134.0,76.9,13.0,19.0,68.4,2,1.9,0.7,0.1,16.0,27.0,15.0,2.0,32.0
Rocco Reitz,GER,MF,Gladbach,Bundesliga,21,2002,23.7,782.0,1043.0,75.0,12375.0,4208.0,417.0,489.0,85.3,285.0,368.0,77.4,54.0,99.0,54.5,3,2.4,2.6,0.6,20.0,80.0,17.0,2.0,110.0
Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,36.4,965.0,1258.0,76.7,26777.0,19177.0,165.0,165.0,100.0,489.0,495.0,98.8,310.0,592.0,52.4,0,0.0,0.1,0.0,1.0,19.0,0.0,0.0,1.0
Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,34.0,666.0,897.0,74.2,16109.0,10808.0,173.0,174.0,99.4,333.0,342.0,97.4,156.0,373.0,41.8,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
Mateo Retegui,ITA,FW,Genoa,Serie A,24,1999,24.6,265.0,412.0,64.3,3135.0,410.0,177.0,233.0,76.0,61.0,104.0,58.7,6.0,15.0,40.0,2,0.7,0.6,1.3,11.0,10.0,5.0,0.0,17.0
Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,34,1989,17.8,588.0,707.0,83.2,8017.0,2071.0,339.0,374.0,90.6,172.0,202.0,85.1,30.0,46.0,65.2,8,5.1,3.7,2.9,36.0,38.0,20.0,2.0,64.0
Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,25,1997,22.1,523.0,709.0,73.8,8584.0,2372.0,240.0,297.0,80.8,212.0,272.0,77.9,44.0,75.0,58.7,0,0.5,1.3,-0.5,13.0,63.0,18.0,5.0,91.0
Gio Reyna,USA,"FW,MF",Nott'ham Forest,Premier League,20,2002,2.6,118.0,140.0,84.3,1768.0,374.0,69.0,74.0,93.2,40.0,45.0,88.9,7.0,13.0,53.8,1,0.5,0.4,0.5,7.0,5.0,2.0,0.0,12.0
Gio Reyna,USA,"MF,FW",Dortmund,Bundesliga,20,2002,3.1,166.0,193.0,86.0,2376.0,582.0,105.0,112.0,93.8,51.0,63.0,81.0,5.0,7.0,71.4,0,0.8,1.1,-0.8,7.0,15.0,7.0,2.0,20.0
Chadi Riad,MAR,DF,Betis,La Liga,20,2003,24.0,1074.0,1198.0,89.6,19044.0,5584.0,423.0,451.0,93.8,568.0,600.0,94.7,62.0,111.0,55.9,0,0.2,0.2,-0.2,2.0,20.0,0.0,0.0,34.0
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,24.7,1615.0,1804.0,89.5,29871.0,10802.0,584.0,618.0,94.5,868.0,934.0,92.9,128.0,201.0,63.7,0,0.5,0.7,-0.5,5.0,83.0,5.0,0.0,82.0
Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,Premier League,18,2005,0.2,6.0,8.0,75.0,89.0,35.0,2.0,4.0,50.0,3.0,3.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,26.6,1121.0,1310.0,85.6,18378.0,4368.0,524.0,574.0,91.3,496.0,551.0,90.0,71.0,117.0,60.7,2,2.3,2.4,-0.3,26.0,103.0,24.0,4.0,122.0
Declan Rice,ENG,MF,Arsenal,Premier League,24,1999,35.8,2041.0,2295.0,88.9,34242.0,9378.0,958.0,1031.0,92.9,910.0,975.0,93.3,137.0,210.0,65.2,8,5.3,4.8,2.7,47.0,240.0,39.0,2.0,278.0
Chris Richards,USA,"DF,MF",Crystal Palace,Premier League,23,2000,23.3,778.0,942.0,82.6,13337.0,4341.0,362.0,413.0,87.7,341.0,389.0,87.7,58.0,100.0,58.0,1,0.4,0.2,0.6,6.0,41.0,2.0,0.0,43.0
Amir Richardson,MAR,MF,Reims,Ligue 1,21,2002,15.0,534.0,651.0,82.0,9313.0,1944.0,235.0,281.0,83.6,245.0,284.0,86.3,46.0,65.0,70.8,1,1.1,1.4,-0.1,12.0,51.0,7.0,2.0,72.0
Richarlison,BRA,FW,Tottenham,Premier League,26,1997,16.6,267.0,392.0,68.1,3761.0,956.0,153.0,193.0,79.3,85.0,119.0,71.4,10.0,15.0,66.7,4,2.1,1.4,1.9,15.0,21.0,13.0,1.0,38.0
Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,25,1997,8.0,184.0,291.0,63.2,3183.0,1076.0,91.0,111.0,82.0,59.0,98.0,60.2,26.0,58.0,44.8,0,1.3,2.1,-1.3,11.0,23.0,11.0,3.0,30.0
Diego Rico,ESP,DF,Getafe,La Liga,30,1993,28.2,993.0,1495.0,66.4,17450.0,8646.0,482.0,570.0,84.6,384.0,566.0,67.8,104.0,267.0,39.0,7,3.8,3.4,3.2,39.0,106.0,40.0,32.0,119.0
Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20,2003,8.4,490.0,576.0,85.1,9609.0,3088.0,164.0,185.0,88.6,266.0,286.0,93.0,55.0,84.0,65.5,0,0.7,0.3,-0.7,6.0,37.0,3.0,0.0,47.0
Fabian Rieder,SUI,MF,Rennes,Ligue 1,21,2002,4.1,169.0,212.0,79.7,3101.0,976.0,63.0,76.0,82.9,84.0,97.0,86.6,16.0,29.0,55.2,0,0.6,0.3,-0.6,4.0,25.0,6.0,1.0,41.0
Jaïro Riedewald,NED,"MF,FW",Crystal Palace,Premier League,26,1996,2.6,87.0,113.0,77.0,1422.0,331.0,37.0,42.0,88.1,40.0,46.0,87.0,5.0,13.0,38.5,0,0.0,0.1,0.0,0.0,5.0,2.0,0.0,10.0
Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33.0,1031.0,1715.0,60.1,36529.0,30871.0,129.0,133.0,97.0,332.0,343.0,96.8,566.0,1226.0,46.2,0,0.2,0.4,-0.2,4.0,92.0,7.0,2.0,19.0
Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29,1993,27.8,551.0,855.0,64.4,9059.0,2662.0,280.0,351.0,79.8,193.0,279.0,69.2,56.0,133.0,42.1,4,3.9,4.2,0.1,41.0,25.0,38.0,19.0,77.0
Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3.0,80.0,104.0,76.9,1770.0,1171.0,24.0,25.0,96.0,44.0,45.0,97.8,12.0,34.0,35.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23,2000,17.0,501.0,673.0,74.4,6902.0,2141.0,317.0,367.0,86.4,134.0,179.0,74.9,26.0,59.0,44.1,5,3.1,3.7,1.9,28.0,25.0,30.0,8.0,53.0
Alberto Risco,ESP,MF,Getafe,La Liga,17,2005,1.5,39.0,47.0,83.0,541.0,115.0,25.0,27.0,92.6,14.0,18.0,77.8,0.0,0.0,0.0,0,0.3,0.2,-0.3,4.0,2.0,2.0,0.0,6.0
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,27,1995,9.0,371.0,513.0,72.3,5752.0,2352.0,205.0,233.0,88.0,137.0,172.0,79.7,21.0,71.0,29.6,0,0.1,0.5,-0.1,6.0,31.0,3.0,3.0,30.0
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,33,1989,1.4,70.0,93.0,75.3,959.0,234.0,45.0,53.0,84.9,22.0,26.0,84.6,2.0,9.0,22.2,0,0.0,0.1,0.0,0.0,5.0,3.0,0.0,8.0
Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,18,2004,0.0,4.0,6.0,66.7,77.0,71.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31,1992,9.6,582.0,654.0,89.0,8295.0,1875.0,341.0,364.0,93.7,192.0,211.0,91.0,23.0,34.0,67.6,2,0.8,0.8,1.2,9.0,57.0,3.0,1.0,50.0
Lucas Robertone,ARG,MF,Almería,La Liga,26,1997,26.5,1107.0,1363.0,81.2,19270.0,5863.0,537.0,594.0,90.4,423.0,498.0,84.9,122.0,209.0,58.4,5,2.5,2.2,2.5,34.0,115.0,19.0,9.0,128.0
Connor Roberts,WAL,DF,Burnley,Premier League,27,1995,9.1,395.0,495.0,79.8,6987.0,2370.0,162.0,182.0,89.0,194.0,222.0,87.4,34.0,67.0,50.7,1,0.2,0.4,0.8,7.0,32.0,8.0,2.0,38.0
Andrew Robertson,SCO,DF,Liverpool,Premier League,29,1994,18.8,1248.0,1547.0,80.7,21306.0,7231.0,609.0,654.0,93.1,495.0,587.0,84.3,122.0,239.0,51.0,2,5.4,4.4,-3.4,62.0,118.0,26.0,12.0,140.0
Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,36.3,1514.0,2054.0,73.7,27304.0,9830.0,664.0,796.0,83.4,643.0,813.0,79.1,176.0,324.0,54.3,6,4.2,3.7,1.8,33.0,113.0,46.0,26.0,129.0
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29,1993,32.1,894.0,1254.0,71.3,17460.0,7680.0,318.0,364.0,87.4,452.0,554.0,81.6,113.0,286.0,39.5,1,1.2,1.0,-0.2,12.0,66.0,7.0,4.0,63.0
Marc Roca,ESP,MF,Betis,La Liga,26,1996,22.0,997.0,1193.0,83.6,17134.0,5610.0,473.0,522.0,90.6,387.0,442.0,87.6,99.0,166.0,59.6,2,1.4,1.7,0.6,19.0,120.0,17.0,0.0,126.0
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,0.7,44.0,57.0,77.2,670.0,232.0,23.0,29.0,79.3,16.0,21.0,76.2,2.0,4.0,50.0,0,0.1,0.5,-0.1,1.0,3.0,5.0,0.0,11.0
Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18,2004,1.4,27.0,33.0,81.8,326.0,129.0,16.0,17.0,94.1,8.0,10.0,80.0,1.0,2.0,50.0,1,1.1,0.8,-0.1,2.0,0.0,1.0,1.0,1.0
Rodri,ESP,MF,Manchester City,Premier League,27,1996,32.6,3365.0,3656.0,92.0,57256.0,15766.0,1676.0,1774.0,94.5,1273.0,1360.0,93.6,340.0,401.0,84.8,9,3.9,6.1,5.1,49.0,378.0,61.0,0.0,376.0
Rodri,ESP,"FW,MF",Betis,La Liga,23,2000,11.7,449.0,570.0,78.8,6682.0,1882.0,258.0,286.0,90.2,144.0,183.0,78.7,27.0,48.0,56.3,0,1.2,2.2,-1.2,15.0,36.0,32.0,6.0,65.0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25,1998,10.7,333.0,442.0,75.3,5682.0,1332.0,174.0,210.0,82.9,102.0,129.0,79.1,46.0,67.0,68.7,1,2.1,1.4,-1.1,21.0,39.0,11.0,1.0,52.0
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,2.9,191.0,213.0,89.7,3051.0,813.0,89.0,92.0,96.7,84.0,89.0,94.4,10.0,21.0,47.6,2,0.8,0.8,1.2,6.0,17.0,0.0,0.0,9.0
Dani Rodríguez,ESP,MF,Mallorca,La Liga,35,1988,29.1,693.0,1010.0,68.6,11921.0,4005.0,328.0,389.0,84.3,250.0,340.0,73.5,84.0,199.0,42.2,4,4.1,5.2,-0.1,48.0,71.0,27.0,11.0,118.0
Guido Rodríguez,ARG,MF,Betis,La Liga,29,1994,20.5,888.0,1042.0,85.2,15168.0,4610.0,428.0,466.0,91.8,333.0,375.0,88.8,88.0,131.0,67.2,0,0.8,0.8,-0.8,4.0,73.0,1.0,0.0,65.0
Jay Rodriguez,ENG,FW,Burnley,Premier League,34,1989,9.1,142.0,216.0,65.7,1958.0,396.0,89.0,119.0,74.8,36.0,52.0,69.2,9.0,27.0,33.3,1,0.2,0.1,0.8,4.0,16.0,2.0,0.0,17.0
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27,1996,35.7,2705.0,3062.0,88.3,41188.0,12239.0,1478.0,1587.0,93.1,1001.0,1096.0,91.3,148.0,224.0,66.1,2,1.6,2.8,0.4,37.0,278.0,41.0,4.0,296.0
Miguel Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,3.3,82.0,116.0,70.7,1127.0,258.0,48.0,55.0,87.3,26.0,43.0,60.5,1.0,6.0,16.7,0,0.2,0.2,-0.2,2.0,3.0,4.0,0.0,8.0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,30,1992,30.8,1401.0,1677.0,83.5,23641.0,8173.0,669.0,708.0,94.5,584.0,689.0,84.8,117.0,213.0,54.9,2,1.4,1.8,0.6,20.0,119.0,25.0,12.0,127.0
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,26.4,883.0,1007.0,87.7,10417.0,1882.0,639.0,683.0,93.6,166.0,202.0,82.2,19.0,33.0,57.6,5,4.0,4.2,1.0,46.0,42.0,44.0,4.0,90.0
Mads Roerslev,DEN,DF,Brentford,Premier League,24,1999,22.1,496.0,742.0,66.8,8448.0,2978.0,238.0,301.0,79.1,202.0,297.0,68.0,47.0,93.0,50.5,2,1.8,1.4,0.2,15.0,32.0,23.0,21.0,43.0
Rogério,BRA,DF,Wolfsburg,Bundesliga,25,1998,10.1,455.0,552.0,82.4,7185.0,2809.0,241.0,262.0,92.0,181.0,222.0,81.5,24.0,39.0,61.5,0,0.4,0.9,-0.4,6.0,29.0,11.0,8.0,57.0
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21,2002,7.1,147.0,195.0,75.4,2253.0,847.0,77.0,99.0,77.8,50.0,60.0,83.3,12.0,14.0,85.7,1,0.6,0.4,0.4,9.0,16.0,12.0,0.0,28.0
Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21,2002,16.4,365.0,458.0,79.7,5622.0,1221.0,187.0,233.0,80.3,139.0,157.0,88.5,25.0,36.0,69.4,4,2.5,2.1,1.5,19.0,36.0,10.0,4.0,38.0
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,26.8,1604.0,1759.0,91.2,27365.0,9970.0,670.0,703.0,95.3,804.0,849.0,94.7,96.0,153.0,62.7,0,0.6,0.6,-0.6,6.0,82.0,5.0,1.0,87.0
Simone Romagnoli,ITA,DF,Frosinone,Serie A,33,1990,30.2,1221.0,1421.0,85.9,21605.0,8093.0,481.0,535.0,89.9,636.0,701.0,90.7,80.0,140.0,57.1,1,0.4,0.2,0.6,3.0,22.0,0.0,0.0,47.0
Carlos Romero,ESP,DF,Villarreal,La Liga,21,2001,2.9,113.0,164.0,68.9,1883.0,736.0,60.0,74.0,81.1,45.0,62.0,72.6,7.0,19.0,36.8,0,0.0,0.2,0.0,0.0,5.0,1.0,0.0,6.0
Cristian Romero,ARG,DF,Tottenham,Premier League,25,1998,31.0,2390.0,2606.0,91.7,41458.0,16198.0,966.0,1035.0,93.3,1279.0,1341.0,95.4,111.0,158.0,70.3,0,0.4,1.5,-0.4,7.0,189.0,14.0,0.0,179.0
Luka Romero,ARG,"FW,MF",Milan,Serie A,18,2004,1.0,33.0,39.0,84.6,434.0,58.0,20.0,22.0,90.9,11.0,13.0,84.6,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,3.0
Luka Romero,ARG,FW,Almería,La Liga,18,2004,4.9,137.0,148.0,92.6,1744.0,338.0,93.0,98.0,94.9,37.0,40.0,92.5,1.0,1.0,100.0,0,0.1,0.1,-0.1,2.0,7.0,2.0,1.0,14.0
Oriol Romeu,ESP,MF,Barcelona,La Liga,31,1991,10.4,717.0,806.0,89.0,11315.0,2753.0,372.0,399.0,93.2,291.0,319.0,91.2,38.0,59.0,64.4,1,1.3,0.9,-0.3,8.0,80.0,8.0,1.0,66.0
Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,9.5,504.0,577.0,87.3,9308.0,2852.0,178.0,209.0,85.2,267.0,285.0,93.7,43.0,62.0,69.4,0,0.8,1.2,-0.8,9.0,72.0,10.0,1.0,73.0
Frank Ronstadt,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,0.8,35.0,42.0,83.3,479.0,178.0,21.0,23.0,91.3,13.0,15.0,86.7,0.0,1.0,0.0,0,0.1,0.1,-0.1,2.0,2.0,2.0,1.0,2.0
