player,nationality,position,team,comp_level,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Amadou Ba-Sy,FRA,"FW,MF",Vizela,Primeira Liga,22,2001,1.3,0,0,0,8,2,1,3,1,1,0.0,0.0,0,0.0,4.0,6.0,40.0
Alexander Bah,DEN,DF,Benfica,Primeira Liga,25,1997,16.9,3,0,0,20,22,3,47,32,35,1.0,0.0,0,104.0,27.0,19.0,58.7
Elves Baldé,GNB,"FW,MF",Farense,Primeira Liga,23,1999,10.8,0,0,0,15,17,4,72,1,5,0.0,0.0,0,43.0,9.0,8.0,52.9
Robson Bambu,BRA,DF,Arouca,Primeira Liga,25,1997,9.8,1,0,0,12,11,0,0,9,12,0.0,2.0,0,51.0,14.0,7.0,66.7
Daniel Bandeira,POR,MF,Vitória,Primeira Liga,23,2000,7.8,1,0,0,6,6,0,25,11,6,0.0,0.0,0,59.0,11.0,8.0,57.9
Simon Banza,COD,FW,Braga,Primeira Liga,26,1996,22.2,2,0,0,44,54,10,6,8,6,3.0,0.0,0,31.0,76.0,80.0,48.7
Rafael Barbosa,POR,"MF,FW",Farense,Primeira Liga,27,1996,9.5,1,0,0,8,23,2,53,4,9,0.0,0.0,0,51.0,0.0,9.0,0.0
Romário Baró,POR,"MF,FW",Porto,Primeira Liga,23,2000,2.5,0,0,0,3,6,0,3,1,2,0.0,0.0,0,8.0,0.0,3.0,0.0
Afonso Bastardo,POR,"FW,DF",Gil Vicente FC,Primeira Liga,18,2005,0.5,0,0,0,1,0,0,2,1,1,0.0,0.0,0,4.0,0.0,0.0,0.0
Afonso Bastardo,POR,MF,Sporting CP,Primeira Liga,18,2005,0.3,0,0,0,0,1,0,5,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0
Gilberto Batista,POR,DF,Moreirense,Primeira Liga,19,2003,2.5,0,0,0,0,1,0,0,1,2,0.0,0.0,0,9.0,3.0,6.0,33.3
Ricardo Batista,POR,GK,Casa Pia,Primeira Liga,36,1986,30.9,2,1,0,1,7,0,0,0,0,0.0,0.0,0,31.0,3.0,2.0,60.0
Roko Baturina,CRO,FW,Gil Vicente FC,Primeira Liga,23,2000,7.9,0,0,0,9,17,4,1,0,1,1.0,0.0,0,11.0,28.0,26.0,51.9
Bachir Belloumi,ALG,"FW,MF",Farense,Primeira Liga,21,2002,23.0,3,0,0,21,20,5,43,21,28,0.0,0.0,0,111.0,37.0,34.0,52.1
Fahem Benaissa Yahia,FRA,MF,Casa Pia,Primeira Liga,21,2002,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Beni,ANG,MF,Casa Pia,Primeira Liga,21,2002,16.3,9,1,1,29,25,0,8,19,24,0.0,0.0,0,114.0,13.0,10.0,56.5
Benny,POR,"MF,FW",Chaves,Primeira Liga,23,2000,14.1,1,0,0,14,12,1,81,6,3,0.0,0.0,0,51.0,5.0,14.0,26.3
Berna,POR,"FW,DF",Boavista,Primeira Liga,19,2003,3.6,2,0,0,11,7,1,14,5,11,0.0,0.0,0,16.0,7.0,12.0,36.8
Juan Bernat,ESP,DF,Benfica,Primeira Liga,30,1993,0.9,0,0,0,0,1,0,0,0,0,0.0,0.0,0,4.0,2.0,0.0,100.0
Emmanuel Boateng,GHA,FW,Rio Ave,Primeira Liga,27,1996,20.7,10,2,2,35,56,17,7,5,9,1.0,0.0,0,60.0,59.0,74.0,44.4
Kiko Bondoso,POR,"FW,MF",Vizela,Primeira Liga,27,1995,2.1,0,0,0,0,5,1,3,1,3,0.0,0.0,0,15.0,0.0,5.0,0.0
Toni Borevkovic,CRO,DF,Vitória,Primeira Liga,26,1997,22.7,2,1,0,23,10,0,1,36,14,0.0,1.0,0,84.0,49.0,30.0,62.0
Gonçalo Borges,POR,"MF,FW",Porto,Primeira Liga,22,2001,3.2,2,0,0,8,6,3,38,0,4,1.0,0.0,0,12.0,2.0,4.0,33.3
Cristian Borja,COL,DF,Braga,Primeira Liga,30,1993,27.2,4,0,0,34,21,10,107,22,33,0.0,0.0,0,147.0,21.0,21.0,50.0
Róbert Boženík,SVK,FW,Boavista,Primeira Liga,23,1999,28.6,4,0,0,65,57,24,13,4,10,0.0,0.0,0,56.0,52.0,73.0,41.6
Daniel Bragança,POR,MF,Sporting CP,Primeira Liga,24,1999,11.4,2,0,0,19,28,1,15,19,22,0.0,0.0,0,55.0,7.0,14.0,33.3
Bruno Brigido,BRA,GK,Estrela,Primeira Liga,32,1991,26.0,0,0,0,0,7,0,0,0,2,0.0,0.0,1,29.0,4.0,0.0,100.0
Rafael Brito,POR,MF,Casa Pia,Primeira Liga,21,2002,3.8,0,0,0,9,6,0,1,5,8,0.0,0.0,0,14.0,3.0,4.0,42.9
Bruma,POR,"FW,MF",Braga,Primeira Liga,28,1994,19.1,3,0,0,10,21,3,12,6,12,0.0,0.0,0,100.0,5.0,13.0,27.8
Jonathan Buatu Mananga,ANG,DF,Gil Vicente FC,Primeira Liga,29,1993,5.0,1,0,0,1,4,0,0,1,4,0.0,0.0,0,12.0,10.0,6.0,62.5
Leonel Bucca,ARG,"MF,FW",Estrela,Primeira Liga,24,1999,9.1,4,0,0,21,14,0,12,4,23,0.0,0.0,0,65.0,9.0,8.0,52.9
André Bukia,COD,"MF,FW",Arouca,Primeira Liga,28,1995,1.7,0,0,0,3,7,0,18,1,4,0.0,0.0,0,10.0,0.0,1.0,0.0
Fabijan Buntić,CRO,GK,Vizela,Primeira Liga,26,1997,27.7,1,0,0,0,1,0,0,0,0,0.0,0.0,0,50.0,2.0,0.0,100.0
Aleksandar Busnić,SRB,"MF,FW",Vizela,Primeira Liga,25,1997,8.5,3,0,0,16,7,0,1,6,12,0.0,0.0,0,43.0,19.0,18.0,51.4
Oriol Busquets,ESP,MF,Arouca,Primeira Liga,24,1999,4.8,2,0,0,5,4,1,2,2,5,0.0,0.0,0,21.0,2.0,4.0,33.3
Rafael Bustamante,COL,MF,Vizela,Primeira Liga,23,1999,7.9,2,0,0,9,5,0,3,12,9,0.0,0.0,0,52.0,8.0,8.0,50.0
Leonardo Buta,POR,DF,Gil Vicente FC,Primeira Liga,21,2002,24.3,3,0,0,24,48,3,47,28,30,1.0,1.0,0,113.0,17.0,13.0,56.7
Adrián Butzke,ESP,FW,Vitória,Primeira Liga,24,1999,4.1,0,0,0,6,7,4,5,0,3,0.0,0.0,0,8.0,25.0,22.0,53.2
Erick Cabaco,URU,DF,Estoril,Primeira Liga,28,1995,3.7,0,0,0,4,1,0,0,7,4,0.0,0.0,0,16.0,5.0,7.0,41.7
Arthur Cabral,BRA,FW,Benfica,Primeira Liga,25,1998,14.8,2,0,0,25,13,4,4,1,7,0.0,0.0,0,42.0,26.0,48.0,35.1
Jhonder Cádiz,VEN,FW,Famalicão,Primeira Liga,28,1995,25.6,9,1,0,45,52,21,17,1,7,0.0,0.0,0,46.0,114.0,83.0,57.9
João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,Primeira Liga,29,1994,23.1,5,0,0,32,54,10,44,14,25,0.0,0.0,0,88.0,23.0,40.0,36.5
Ibrahima Camará,GUI,"MF,DF",Boavista,Primeira Liga,24,1999,5.3,1,1,0,5,4,0,8,4,4,0.0,0.0,0,17.0,5.0,8.0,38.5
Cambila,ANG,GK,Estrela,Primeira Liga,21,2002,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Luan Campos,BRA,"FW,MF",Portimonense,Primeira Liga,21,2002,5.2,2,0,0,6,3,4,9,5,5,0.0,0.0,0,14.0,8.0,15.0,34.8
Fábio Cardoso,POR,DF,Porto,Primeira Liga,29,1994,13.4,5,2,1,18,7,1,2,12,3,0.0,1.0,0,35.0,29.0,33.0,46.8
Felippe Cardoso,BRA,FW,Casa Pia,Primeira Liga,24,1998,17.4,7,0,0,37,31,17,7,1,8,0.0,0.0,0,33.0,41.0,46.0,47.1
Carlinhos,BRA,MF,Portimonense,Primeira Liga,29,1994,31.6,11,0,0,37,42,4,127,8,27,0.0,0.0,1,170.0,18.0,18.0,50.0
João Carlos,BRA,"FW,DF",Estoril,Primeira Liga,28,1995,3.5,4,0,0,15,6,0,1,1,1,0.0,0.0,0,9.0,21.0,23.0,47.7
José Carlos,POR,DF,Gil Vicente FC,Primeira Liga,25,1998,21.4,7,0,0,30,41,4,40,30,34,0.0,1.0,0,116.0,22.0,21.0,51.2
Zé Carlos,POR,"MF,DF",Vitória,Primeira Liga,21,2001,4.7,4,0,0,7,15,0,15,6,5,0.0,0.0,0,42.0,4.0,2.0,66.7
David Carmo,ANG,DF,Porto,Primeira Liga,24,1999,6.8,6,1,1,16,0,0,0,2,4,0.0,0.0,0,31.0,25.0,11.0,69.4
Marcelo Carné,BRA,GK,Estoril,Primeira Liga,33,1990,22.0,3,1,0,0,1,0,0,0,1,0.0,0.0,1,25.0,7.0,1.0,87.5
Carraça,POR,"DF,MF",Chaves,Primeira Liga,30,1993,11.1,3,1,0,15,12,1,67,7,5,0.0,0.0,0,48.0,13.0,9.0,59.1
Álvaro Carreras,ESP,DF,Benfica,Primeira Liga,20,2003,6.3,1,0,0,11,6,3,16,10,10,0.0,0.0,0,47.0,13.0,5.0,72.2
Ronie Carrillo,ECU,"FW,MF",Portimonense,Primeira Liga,26,1996,14.6,1,1,0,23,22,7,4,3,4,0.0,0.0,0,32.0,28.0,58.0,32.6
António Filipe de Carvalho,POR,GK,Estrela,Primeira Liga,38,1985,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0
Martim Carvalho,POR,MF,Gil Vicente FC,Primeira Liga,20,2003,20.7,7,0,0,34,15,1,7,18,23,0.0,1.0,0,148.0,17.0,16.0,51.5
Miguel Carvalho,POR,GK,Farense,Primeira Liga,27,1996,2.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Vitor Carvalho,BRA,MF,Braga,Primeira Liga,26,1997,14.5,8,0,0,30,7,0,3,17,22,0.0,0.0,0,83.0,28.0,33.0,45.9
Facundo Cáseres,ARG,MF,Farense,Primeira Liga,22,2001,12.4,6,1,1,23,23,0,1,11,25,0.0,0.0,0,56.0,8.0,16.0,33.3
Midana Cassama,GNB,"FW,MF",Portimonense,Primeira Liga,20,2002,3.2,2,1,0,14,7,2,1,2,3,0.0,0.0,0,8.0,5.0,13.0,27.8
Cassiano,BRA,FW,Estoril,Primeira Liga,34,1989,17.9,2,0,0,34,20,14,5,0,20,0.0,0.0,0,25.0,32.0,54.0,37.2
Jesús Castillo,PER,MF,Gil Vicente FC,Primeira Liga,22,2001,2.7,1,0,0,7,2,0,1,4,5,0.0,0.0,0,21.0,1.0,2.0,33.3
André Castro,POR,MF,Braga,Primeira Liga,35,1988,0.5,0,0,0,1,3,0,0,1,0,0.0,0.0,0,2.0,2.0,2.0,50.0
André Castro,POR,MF,Moreirense,Primeira Liga,35,1988,6.0,1,0,0,15,6,0,4,6,10,0.0,0.0,0,26.0,12.0,10.0,54.5
Cristian Castro,COL,DF,Rio Ave,Primeira Liga,22,2001,0.8,0,0,0,1,0,0,0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0
Geny Catamo,MOZ,"MF,DF",Sporting CP,Primeira Liga,22,2001,18.7,2,0,0,18,39,2,42,12,17,0.0,0.0,0,104.0,7.0,10.0,41.2
Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,Primeira Liga,21,2002,12.0,6,1,1,12,37,2,28,3,8,1.0,0.0,0,49.0,8.0,17.0,32.0
Charles,BRA,GK,Vitória,Primeira Liga,29,1994,7.5,2,0,0,0,1,0,0,0,0,0.0,0.0,0,8.0,4.0,0.0,100.0
Chiquinho,POR,"FW,MF",Famalicão,Primeira Liga,23,2000,19.3,10,1,0,51,72,9,88,13,18,3.0,0.0,0,68.0,12.0,25.0,32.4
Chiquinho,POR,MF,Benfica,Primeira Liga,28,1995,2.1,1,0,0,4,5,0,8,2,4,0.0,0.0,0,14.0,3.0,3.0,50.0
Clayton,BRA,FW,Casa Pia,Primeira Liga,24,1999,18.8,4,0,0,61,47,18,12,3,7,1.0,0.0,0,40.0,40.0,71.0,36.0
Sebastián Coates,URU,DF,Sporting CP,Primeira Liga,32,1990,25.3,7,0,0,17,17,1,0,24,19,0.0,1.0,0,147.0,73.0,18.0,80.2
Fábio Conceição,POR,"MF,FW",Rio Ave,Primeira Liga,22,2001,28.2,3,0,0,26,61,1,36,17,24,1.0,0.0,0,129.0,22.0,20.0,52.4
Francisco Conceição,POR,"FW,MF",Porto,Primeira Liga,20,2002,21.0,11,1,1,35,45,7,152,2,31,0.0,0.0,0,87.0,3.0,14.0,17.6
Leo Cordeiro,BRA,MF,Estrela,Primeira Liga,27,1995,29.0,5,0,0,37,42,1,12,19,40,0.0,0.0,0,186.0,16.0,17.0,48.5
Jeriel Córdova,VEN,FW,Boavista,Primeira Liga,21,2002,1.7,2,0,0,13,4,3,1,0,0,1.0,0.0,0,10.0,5.0,6.0,45.5
Félix Correia,POR,FW,Gil Vicente FC,Primeira Liga,22,2001,24.1,4,0,0,17,56,14,55,21,22,1.0,0.0,0,113.0,9.0,25.0,26.5
João Pedro Araújo Correia,CPV,"DF,MF",Chaves,Primeira Liga,26,1996,23.3,8,0,0,24,25,12,96,31,12,0.0,0.0,0,122.0,26.0,36.0,41.9
Alberto costa,POR,DF,Vitória,Primeira Liga,19,2003,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
Bruno Xavier Almeida Costa,POR,MF,Vizela,Primeira Liga,26,1997,6.8,2,0,0,7,20,0,20,10,1,0.0,1.0,0,31.0,3.0,3.0,50.0
Diogo Costa,POR,GK,Porto,Primeira Liga,23,1999,32.7,0,1,0,1,4,0,0,0,0,0.0,0.0,0,60.0,5.0,2.0,71.4
Gonçalo Costa,POR,"DF,MF",Portimonense,Primeira Liga,23,2000,19.0,5,1,0,31,14,5,93,27,38,1.0,0.0,0,121.0,22.0,14.0,61.1
Michel Costa,BRA,MF,Estoril,Primeira Liga,21,2001,3.3,0,0,0,6,8,0,4,2,4,0.0,0.0,0,19.0,3.0,2.0,60.0
Murilo Costa,BRA,FW,Gil Vicente FC,Primeira Liga,28,1994,22.1,3,0,0,7,24,5,71,16,15,0.0,0.0,0,87.0,14.0,30.0,31.8
Rui Costa,POR,"FW,MF",Farense,Primeira Liga,27,1996,7.8,2,0,0,7,15,6,8,0,2,0.0,0.0,0,31.0,15.0,36.0,29.4
Tomás Costa Silva,POR,DF,Vizela,Primeira Liga,23,1999,29.1,1,1,0,15,47,2,121,41,50,1.0,1.0,0,150.0,37.0,34.0,52.1
Costinha,POR,"MF,DF",Rio Ave,Primeira Liga,23,2000,33.9,4,0,0,55,60,13,115,40,60,2.0,1.0,0,193.0,56.0,58.0,49.1
Sandro Cruz,ANG,"DF,MF",Chaves,Primeira Liga,22,2001,18.1,2,0,0,15,26,2,32,20,23,0.0,1.0,0,88.0,20.0,25.0,44.4
Florian Danho Seke,FRA,FW,Famalicão,Primeira Liga,23,2000,2.7,0,0,0,11,4,2,1,0,3,0.0,0.0,0,10.0,13.0,16.0,44.8
Ignacio De Arruabarrena,URU,GK,Arouca,Primeira Liga,26,1997,31.0,4,0,0,3,0,0,0,1,2,0.0,2.0,0,40.0,11.0,0.0,100.0
Fran Delgado,ESP,DF,Farense,Primeira Liga,22,2001,5.5,1,0,0,10,2,0,10,2,2,0.0,2.0,0,21.0,4.0,1.0,80.0
Dener,BRA,MF,Portimonense,Primeira Liga,31,1992,19.6,11,0,0,37,13,0,14,26,31,0.0,0.0,0,106.0,25.0,30.0,45.5
Depú,ANG,FW,Gil Vicente FC,Primeira Liga,23,2000,8.6,2,1,1,6,17,4,0,2,4,1.0,0.0,0,16.0,29.0,43.0,40.3
Ángel Di María,ARG,FW,Benfica,Primeira Liga,35,1988,24.6,4,0,0,6,30,10,262,8,12,1.0,0.0,0,106.0,2.0,9.0,18.2
Tiago Dias,POR,"MF,FW",Casa Pia,Primeira Liga,25,1998,8.8,1,0,0,11,3,3,86,5,7,0.0,0.0,0,36.0,1.0,5.0,16.7
Vinicius Dias,BRA,GK,Gil Vicente FC,Primeira Liga,26,1997,2.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
Ousmane Diomande,CIV,DF,Sporting CP,Primeira Liga,19,2003,23.5,7,1,1,26,18,0,1,13,24,0.0,0.0,0,132.0,47.0,18.0,72.3
Álvaro djaló,ESP,"FW,MF",Braga,Primeira Liga,23,1999,19.9,7,1,1,50,34,6,54,23,19,0.0,0.0,0,82.0,29.0,26.0,52.7
Mihai Dobre,ROU,FW,Famalicão,Primeira Liga,24,1998,3.9,0,0,0,6,5,1,6,3,3,0.0,0.0,0,27.0,4.0,9.0,30.8
Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,Primeira Liga,27,1996,25.9,8,0,0,48,51,9,88,28,26,0.0,0.0,0,152.0,4.0,16.0,20.0
Bruno Duarte,BRA,FW,Farense,Primeira Liga,27,1996,25.1,6,0,0,39,28,8,35,7,9,1.0,0.0,0,60.0,92.0,165.0,35.8
Jorge Eduardo Sánchez,MEX,DF,Porto,Primeira Liga,25,1997,6.3,3,0,0,13,0,0,12,7,13,0.0,1.0,0,30.0,10.0,6.0,62.5
Marcus Edwards,ENG,"FW,MF",Sporting CP,Primeira Liga,24,1998,14.9,4,1,0,14,28,2,61,6,7,1.0,0.0,0,64.0,1.0,6.0,14.3
Úmaro Embaló,POR,"MF,FW",Rio Ave,Primeira Liga,22,2001,8.8,1,0,0,16,11,7,35,3,4,0.0,0.0,0,38.0,2.0,2.0,50.0
João Escoval,POR,DF,Vizela,Primeira Liga,26,1997,15.2,7,0,0,22,3,0,3,14,10,0.0,1.0,0,48.0,37.0,19.0,66.1
Ricardo Esgaio,POR,"MF,DF",Sporting CP,Primeira Liga,30,1993,16.6,7,0,0,26,1,8,57,7,22,0.0,0.0,0,68.0,7.0,14.0,33.3
Tiago Esgaio,POR,DF,Arouca,Primeira Liga,27,1995,25.3,4,0,0,24,8,0,30,34,37,0.0,0.0,0,122.0,65.0,21.0,75.6
Samuel Essende,COD,FW,Vizela,Primeira Liga,25,1998,29.6,5,0,0,59,48,22,11,3,7,2.0,0.0,0,61.0,120.0,110.0,52.2
Dario Essugo,POR,MF,Chaves,Primeira Liga,18,2005,12.9,3,0,0,25,29,0,1,21,19,0.0,1.0,0,75.0,17.0,8.0,68.0
Dario Essugo,POR,MF,Sporting CP,Primeira Liga,18,2005,0.4,0,0,0,1,0,0,0,0,2,0.0,0.0,0,1.0,1.0,1.0,50.0
Paulo Estrela Moreira,POR,"MF,FW",Portimonense,Primeira Liga,24,1999,5.9,1,0,0,15,3,0,23,7,7,0.0,0.0,0,47.0,7.0,8.0,46.7
Stephen Eustáquio,CAN,MF,Porto,Primeira Liga,26,1996,17.0,3,0,0,32,20,1,47,18,27,1.0,0.0,0,94.0,22.0,28.0,44.0
Evanilson,BRA,FW,Porto,Primeira Liga,23,1999,22.8,5,1,0,38,67,14,7,3,11,3.0,0.0,0,61.0,29.0,37.0,43.9
Fabiano,BRA,DF,Moreirense,Primeira Liga,23,2000,23.7,5,0,0,43,28,2,77,29,30,0.0,1.0,0,141.0,27.0,23.0,54.0
Claudio Falcão,BRA,MF,Farense,Primeira Liga,29,1994,28.9,12,0,0,74,20,0,6,40,45,0.0,0.0,0,174.0,55.0,48.0,53.4
Jean Felipe,BRA,"MF,DF",Estrela,Primeira Liga,29,1994,12.8,0,0,0,5,9,1,87,10,18,0.0,0.0,0,60.0,8.0,7.0,53.3
Volnei Feltes,BRA,DF,Estoril,Primeira Liga,23,2000,16.4,4,0,0,20,5,0,19,21,15,0.0,1.0,1,81.0,27.0,19.0,58.7
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,Primeira Liga,26,1997,27.1,5,0,0,34,10,0,14,26,39,0.0,0.0,1,144.0,124.0,58.0,68.1
Martim Fernandes,POR,DF,Porto,Primeira Liga,17,2006,2.8,1,0,0,5,1,0,4,4,6,0.0,0.0,0,8.0,6.0,1.0,85.7
Mateus Fernandes,POR,MF,Estoril,Primeira Liga,19,2004,24.8,6,0,0,51,70,1,90,25,46,0.0,0.0,0,150.0,17.0,13.0,56.7
Mateus Fernandes,POR,FW,Sporting CP,Primeira Liga,19,2004,0.0,0,0,0,0,1,0,2,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
Rafael Fernandes,POR,DF,Arouca,Primeira Liga,21,2002,8.3,2,1,1,10,5,1,1,9,8,0.0,0.0,0,29.0,22.0,12.0,64.7
Roger Fernandes,GNB,"MF,FW",Braga,Primeira Liga,17,2005,7.5,1,0,0,8,10,7,45,4,11,0.0,0.0,0,41.0,7.0,8.0,46.7
Rúben Fernandes,POR,DF,Gil Vicente FC,Primeira Liga,37,1986,29.0,4,0,0,16,16,0,4,35,11,0.0,0.0,0,112.0,61.0,36.0,62.9
Vasco Fernandes,POR,DF,Casa Pia,Primeira Liga,36,1986,10.0,2,0,0,9,8,1,2,10,5,0.0,0.0,0,60.0,11.0,15.0,42.3
Vasco Fernandes,POR,DF,Chaves,Primeira Liga,36,1986,16.8,6,0,0,17,15,2,2,9,14,0.0,0.0,0,44.0,22.0,17.0,56.4
Fernando,BRA,"FW,MF",Casa Pia,Primeira Liga,30,1993,6.0,0,0,0,10,5,9,8,0,6,0.0,0.0,0,23.0,6.0,9.0,40.0
Filipe Ferreira,POR,DF,Boavista,Primeira Liga,32,1990,19.2,4,0,0,17,12,0,45,18,22,0.0,0.0,0,85.0,17.0,21.0,44.7
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,Primeira Liga,34,1989,26.0,4,0,0,27,20,1,0,28,20,0.0,0.0,1,101.0,67.0,50.0,57.3
Vitó Ferreira,POR,MF,Estrela,Primeira Liga,25,1997,6.4,0,0,0,14,4,0,16,4,7,0.0,0.0,0,49.0,6.0,3.0,66.7
Gonçalo Filipe,POR,GK,Chaves,Primeira Liga,23,2000,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Diogo Fonseca,POR,DF,Estrela,Primeira Liga,21,2002,4.8,0,0,0,7,0,0,0,4,4,0.0,0.0,0,16.0,17.0,8.0,68.0
Tiago Fonseca Morais,POR,"FW,MF",Boavista,Primeira Liga,19,2003,15.3,5,2,2,22,41,3,47,10,17,0.0,0.0,0,78.0,1.0,13.0,7.1
Théo Fonseca,FRA,FW,Famalicão,Primeira Liga,23,2000,7.2,0,0,0,13,14,5,14,7,3,0.0,0.0,0,30.0,9.0,14.0,39.1
José Fonte,POR,DF,Braga,Primeira Liga,39,1983,16.8,8,0,0,20,3,1,2,20,3,0.0,1.0,0,80.0,40.0,15.0,72.7
Hernâni Fortes,POR,FW,Rio Ave,Primeira Liga,31,1991,3.8,0,0,0,2,5,2,36,1,0,0.0,0.0,0,11.0,1.0,3.0,25.0
André Franco,POR,"MF,FW",Porto,Primeira Liga,25,1998,4.9,1,0,0,11,6,0,22,4,5,0.0,0.0,0,26.0,1.0,3.0,25.0
Gonçalo Franco,POR,MF,Moreirense,Primeira Liga,22,2000,30.2,7,0,0,61,62,1,16,59,54,1.0,0.0,0,211.0,21.0,28.0,42.9
Afonso freitas,POR,"DF,MF",Vitória,Primeira Liga,23,2000,8.1,3,0,0,13,10,5,19,4,11,0.0,0.0,0,24.0,12.0,7.0,63.2
Iván Fresneda,ESP,"MF,DF",Sporting CP,Primeira Liga,18,2004,0.4,0,0,0,0,1,0,3,0,2,0.0,0.0,0,2.0,0.0,0.0,0.0
Godfried Frimpong,NED,DF,Moreirense,Primeira Liga,24,1999,22.4,2,0,0,18,13,5,113,39,22,0.0,0.0,0,88.0,20.0,25.0,44.4
Kanya Fujimoto,JPN,MF,Gil Vicente FC,Primeira Liga,24,1999,22.2,0,0,0,20,20,6,21,11,15,0.0,0.0,0,75.0,7.0,8.0,46.7
Taichi Fukui,JPN,MF,Portimonense,Primeira Liga,19,2004,6.6,0,0,0,8,5,0,8,5,5,0.0,0.0,0,29.0,5.0,3.0,62.5
Galeno,BRA,"FW,MF",Porto,Primeira Liga,25,1997,24.9,5,0,0,14,49,4,55,15,18,0.0,1.0,1,101.0,25.0,30.0,45.5
Nino Galović,CRO,DF,Arouca,Primeira Liga,31,1992,16.0,3,0,0,14,8,1,0,16,6,0.0,1.0,0,65.0,28.0,19.0,59.6
Fabrício Garcia,CPV,"FW,MF",Estoril,Primeira Liga,22,2001,3.7,1,0,0,6,17,0,4,1,10,0.0,0.0,0,16.0,0.0,3.0,0.0
Gaspar,ANG,DF,Estrela,Primeira Liga,25,1997,26.1,9,0,0,32,16,1,12,40,36,0.0,1.0,0,154.0,81.0,29.0,73.6
Bruno Gaspar,ANG,"MF,DF",Vitória,Primeira Liga,30,1993,25.4,7,0,0,40,29,4,107,17,23,0.0,0.0,0,101.0,25.0,32.0,43.9
Mory Gbane,CIV,MF,Gil Vicente FC,Primeira Liga,22,2000,21.2,7,0,0,43,19,0,1,27,36,0.0,2.0,0,141.0,53.0,27.0,66.3
André Geraldes,POR,"MF,DF",Casa Pia,Primeira Liga,32,1991,6.7,2,0,0,4,3,0,7,2,3,0.0,0.0,0,20.0,3.0,6.0,33.3
Saviour Godwin,NGA,"FW,MF",Casa Pia,Primeira Liga,26,1996,3.8,0,0,0,7,7,0,15,4,3,1.0,0.0,0,19.0,0.0,0.0,0.0
Eulânio Ângelo Chipela Gomes,GNB,MF,Estrela,Primeira Liga,29,1994,6.5,2,0,0,6,7,1,12,5,5,0.0,0.0,0,27.0,7.0,8.0,46.7
Rodrigo Gomes,POR,"MF,DF",Estoril,Primeira Liga,20,2003,27.2,5,1,0,24,18,3,48,25,30,0.0,0.0,0,113.0,9.0,26.0,25.7
Vítor Gomes,POR,MF,Rio Ave,Primeira Liga,35,1987,3.6,3,0,0,10,5,0,0,3,4,0.0,0.0,0,25.0,0.0,5.0,0.0
Victor Gomez,ESP,DF,Braga,Primeira Liga,23,2000,22.6,3,2,1,21,27,2,98,26,27,0.0,1.0,0,114.0,18.0,23.0,43.9
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,Primeira Liga,24,1999,11.3,2,0,0,20,15,4,30,9,12,0.0,0.0,0,49.0,6.0,12.0,33.3
Nuno Gonçalo Moreira,POR,"FW,MF",Vizela,Primeira Liga,24,1999,10.7,1,0,0,10,18,3,46,10,9,1.0,1.0,0,53.0,4.0,11.0,26.7
João Gonçalves,POR,GK,Boavista,Primeira Liga,22,2000,34.0,4,0,0,0,4,0,0,0,1,0.0,0.0,0,26.0,9.0,3.0,75.0
Jota Gonçalves,POR,DF,Vizela,Primeira Liga,23,2000,16.1,3,0,0,21,12,0,3,21,8,0.0,0.0,1,57.0,33.0,35.0,48.5
Pedro Gonçalves,POR,"FW,MF",Sporting CP,Primeira Liga,25,1998,28.6,4,0,0,19,32,8,162,10,30,0.0,0.0,0,123.0,5.0,13.0,27.8
Vítor Gonçalves,POR,MF,Farense,Primeira Liga,31,1992,7.7,0,0,0,11,18,3,14,4,7,0.0,0.0,0,40.0,14.0,10.0,58.3
Cristo González,ESP,"FW,MF",Arouca,Primeira Liga,25,1997,30.9,3,0,0,23,34,7,34,6,15,1.0,0.0,0,102.0,11.0,29.0,27.5
Nicolás González,ESP,MF,Porto,Primeira Liga,21,2002,18.9,7,0,0,44,20,0,5,10,28,0.0,0.0,0,86.0,48.0,34.0,58.5
