player,nationality,position,team,comp_level,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,2.9,3.0,1.02,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0
Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,29.6,70.0,2.37,57.0,5.0,6.0,1.0,1.0,0.0,12.0,0.41,9.0,1.0,2.0,0.0,0.0,0.0
Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matias Arezo,URU,FW,Granada,La Liga,20,2002,4.1,5.0,1.22,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,2.6,8.0,3.08,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,10.3,40.0,3.88,13.0,12.0,2.0,5.0,8.0,0.0,5.0,0.48,1.0,2.0,0.0,1.0,1.0,0.0
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,35.0,2.45,23.0,2.0,3.0,2.0,5.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,8.9,24.0,2.71,22.0,0.0,0.0,1.0,1.0,0.0,3.0,0.34,3.0,0.0,0.0,0.0,0.0,0.0
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,82.0,2.94,47.0,28.0,1.0,3.0,2.0,1.0,3.0,0.11,1.0,0.0,0.0,2.0,0.0,0.0
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,92.0,4.04,63.0,12.0,3.0,6.0,6.0,2.0,9.0,0.4,5.0,0.0,1.0,1.0,1.0,1.0
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,7.0,3.41,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.97,2.0,0.0,0.0,0.0,0.0,0.0
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,65.0,2.95,44.0,1.0,5.0,8.0,6.0,1.0,5.0,0.23,3.0,0.0,0.0,2.0,0.0,0.0
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,52.0,4.21,38.0,10.0,1.0,1.0,1.0,1.0,7.0,0.57,5.0,1.0,0.0,1.0,0.0,0.0
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,19.0,2.18,13.0,4.0,1.0,1.0,0.0,0.0,5.0,0.57,4.0,1.0,0.0,0.0,0.0,0.0
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,21.0,2.23,11.0,2.0,2.0,1.0,5.0,0.0,3.0,0.32,1.0,0.0,1.0,0.0,1.0,0.0
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,172.0,5.72,120.0,30.0,7.0,8.0,7.0,0.0,20.0,0.67,14.0,2.0,2.0,1.0,1.0,0.0
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,23.0,1.68,18.0,3.0,1.0,0.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,38.0,3.38,27.0,3.0,4.0,0.0,2.0,2.0,6.0,0.53,3.0,0.0,2.0,0.0,1.0,0.0
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,12.0,3.01,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,6.0,0.97,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,19.0,1.85,15.0,0.0,2.0,2.0,0.0,0.0,3.0,0.29,1.0,0.0,0.0,2.0,0.0,0.0
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,4.0,0.12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,75.0,2.57,45.0,0.0,6.0,18.0,5.0,1.0,14.0,0.48,8.0,0.0,1.0,5.0,0.0,0.0
Emil Audero,ITA,GK,Inter,Serie A,26,1997,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,56.0,2.08,32.0,19.0,0.0,1.0,2.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,36.0,1.88,29.0,4.0,1.0,0.0,1.0,1.0,6.0,0.31,4.0,1.0,1.0,0.0,0.0,0.0
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,10.0,1.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,15.0,1.62,12.0,1.0,1.0,0.0,1.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,37.0,3.85,23.0,9.0,0.0,4.0,1.0,0.0,7.0,0.73,3.0,2.0,0.0,2.0,0.0,0.0
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,9.0,2.72,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,30.0,2.6,22.0,0.0,2.0,0.0,4.0,2.0,6.0,0.52,5.0,0.0,1.0,0.0,0.0,0.0
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,27.0,2.2,18.0,0.0,5.0,2.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,72.0,2.55,40.0,5.0,5.0,7.0,12.0,3.0,12.0,0.42,10.0,0.0,1.0,0.0,1.0,0.0
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,17.4,25.0,1.44,20.0,0.0,0.0,1.0,3.0,1.0,3.0,0.17,2.0,0.0,0.0,0.0,1.0,0.0
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,18.0,2.77,10.0,0.0,1.0,5.0,2.0,0.0,5.0,0.77,1.0,0.0,0.0,2.0,2.0,0.0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,32.0,2.03,30.0,2.0,0.0,0.0,0.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,25.0,2.37,18.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,10.0,1.65,8.0,1.0,0.0,0.0,1.0,0.0,3.0,0.49,3.0,0.0,0.0,0.0,0.0,0.0
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,18.0,1.13,14.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,9.0,2.17,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.48,2.0,0.0,0.0,0.0,0.0,0.0
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,5.0,6.25,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,20.0,0.79,18.0,0.0,0.0,1.0,0.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,57.0,2.02,51.0,1.0,1.0,2.0,2.0,0.0,13.0,0.46,11.0,0.0,1.0,1.0,0.0,0.0
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,49.0,2.45,37.0,2.0,3.0,3.0,2.0,2.0,4.0,0.2,3.0,0.0,0.0,0.0,0.0,1.0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,23.0,1.55,18.0,0.0,0.0,2.0,1.0,2.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,151.0,5.27,93.0,34.0,10.0,9.0,2.0,3.0,22.0,0.77,14.0,5.0,0.0,2.0,0.0,1.0
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,16.0,2.88,7.0,6.0,1.0,0.0,2.0,0.0,2.0,0.36,1.0,0.0,0.0,0.0,1.0,0.0
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,97.0,4.22,70.0,7.0,9.0,7.0,3.0,1.0,11.0,0.48,7.0,1.0,1.0,2.0,0.0,0.0
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,3.0,0.32,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,50.0,3.44,30.0,10.0,3.0,5.0,1.0,1.0,6.0,0.41,4.0,1.0,0.0,1.0,0.0,0.0
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,5.0,2.32,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,13.0,0.89,10.0,1.0,0.0,1.0,0.0,1.0,3.0,0.21,2.0,0.0,0.0,1.0,0.0,0.0
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,4.0,0.95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,59.0,2.64,50.0,0.0,0.0,5.0,4.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,107.0,4.42,54.0,27.0,13.0,5.0,7.0,1.0,10.0,0.41,4.0,4.0,1.0,1.0,0.0,0.0
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,36.0,4.35,24.0,4.0,3.0,1.0,4.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,23.0,4.0,12.0,0.0,4.0,3.0,4.0,0.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,29.0,1.9,26.0,0.0,2.0,0.0,1.0,0.0,4.0,0.26,4.0,0.0,0.0,0.0,0.0,0.0
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,16.0,1.49,10.0,3.0,2.0,0.0,1.0,0.0,2.0,0.19,1.0,0.0,0.0,0.0,1.0,0.0
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,17.0,1.15,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,27.0,1.07,24.0,1.0,1.0,0.0,1.0,0.0,3.0,0.12,2.0,0.0,0.0,0.0,1.0,0.0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,51.0,1.6,36.0,9.0,2.0,3.0,0.0,1.0,3.0,0.09,0.0,2.0,0.0,1.0,0.0,0.0
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,18.8,61.0,3.24,40.0,0.0,6.0,10.0,5.0,0.0,8.0,0.43,4.0,0.0,2.0,1.0,1.0,0.0
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22.0,79.0,3.58,65.0,0.0,6.0,2.0,6.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,12.6,32.0,2.53,24.0,0.0,3.0,2.0,2.0,1.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,0.5,2.0,3.83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,15.0,62.0,4.14,30.0,4.0,15.0,11.0,1.0,1.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,5.0,12.0,2.42,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,7.0,6.24,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0
Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,25.6,7.0,0.27,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,20.4,40.0,1.93,26.0,0.0,4.0,5.0,5.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0
Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,2.5,5.0,1.96,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0
Antonín Barák,CZE,"MF,FW",Fiorentina,Serie A,28,1994,9.0,30.0,3.34,23.0,0.0,1.0,5.0,0.0,1.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0
Valentín Barco,ARG,"DF,FW",Brighton,Premier League,19,2004,3.4,8.0,2.35,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Barcola,FRA,FW,Lyon,Ligue 1,20,2002,3.0,5.0,1.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Barcola,FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,15.2,70.0,4.6,54.0,0.0,13.0,1.0,1.0,1.0,12.0,0.79,10.0,0.0,1.0,0.0,0.0,1.0
Melvin Bard,FRA,DF,Nice,Ligue 1,22,2000,29.5,51.0,1.73,39.0,4.0,1.0,2.0,1.0,4.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Nicolò Barella,ITA,MF,Inter,Serie A,26,1997,31.6,137.0,4.33,121.0,1.0,4.0,7.0,3.0,1.0,20.0,0.63,13.0,0.0,2.0,4.0,1.0,0.0
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,26,1997,3.4,12.0,3.56,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0
Ross Barkley,ENG,MF,Luton Town,Premier League,29,1993,29.1,104.0,3.58,67.0,11.0,14.0,6.0,3.0,3.0,11.0,0.38,6.0,2.0,1.0,1.0,1.0,0.0
Aymen Barkok,MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,3.6,15.0,4.21,10.0,2.0,1.0,1.0,1.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0
Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,8.9,29.0,3.25,18.0,0.0,5.0,3.0,3.0,0.0,6.0,0.67,4.0,0.0,2.0,0.0,0.0,0.0
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,2000,29.0,58.0,2.0,40.0,1.0,1.0,6.0,8.0,2.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0
Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22,2001,31.2,46.0,1.47,43.0,1.0,1.0,1.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,2001,15.9,41.0,2.58,27.0,1.0,7.0,2.0,2.0,2.0,4.0,0.25,2.0,0.0,0.0,2.0,0.0,0.0
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,2003,17.3,43.0,2.49,35.0,1.0,2.0,3.0,0.0,2.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Davide Bartesaghi,ITA,"DF,MF",Milan,Serie A,17,2005,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Bartra,ESP,DF,Betis,La Liga,32,1991,2.5,3.0,1.2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0
Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,36.6,22.0,0.6,18.0,1.0,0.0,2.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,35,1988,3.6,3.0,0.84,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toma Bašić,CRO,MF,Salernitana,Serie A,26,1996,12.9,27.0,2.09,20.0,4.0,2.0,1.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Calvin Bassey,NGA,DF,Fulham,Premier League,23,1999,25.6,15.0,0.59,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.08,0.0,0.0,0.0,2.0,0.0,0.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,24,1999,25.2,63.0,2.5,54.0,1.0,0.0,4.0,3.0,1.0,6.0,0.24,6.0,0.0,0.0,0.0,0.0,0.0
Simone Bastoni,ITA,"MF,DF",Empoli,Serie A,26,1996,8.3,22.0,2.66,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augusto Batalla,ARG,GK,Granada,La Liga,27,1996,17.0,6.0,0.35,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Batz,GER,GK,Mainz 05,Bundesliga,32,1991,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23,2000,9.0,4.0,0.44,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Baum,GER,"DF,MF",Eint Frankfurt,Bundesliga,17,2005,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,33,1990,34.0,6.0,0.18,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,Bundesliga,23,1999,12.9,45.0,3.5,31.0,0.0,3.0,5.0,5.0,1.0,5.0,0.39,3.0,0.0,0.0,1.0,1.0,0.0
Bebé,CPV,"MF,FW",Rayo Vallecano,La Liga,33,1990,2.4,8.0,3.4,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,18.2,48.0,2.64,31.0,0.0,7.0,7.0,2.0,1.0,14.0,0.77,6.0,0.0,5.0,1.0,1.0,1.0
Mohamed Bechikh,FRA,"FW,MF",Strasbourg,Ligue 1,18,2005,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,26,1997,10.8,29.0,2.68,22.0,0.0,3.0,3.0,0.0,1.0,4.0,0.37,3.0,0.0,0.0,1.0,0.0,0.0
Owen Beck,WAL,DF,Liverpool,Premier League,20,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,28,1995,8.6,19.0,2.22,14.0,1.0,1.0,3.0,0.0,0.0,5.0,0.58,4.0,0.0,0.0,1.0,0.0,0.0
Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,7.2,28.0,3.91,22.0,0.0,2.0,2.0,2.0,0.0,4.0,0.56,2.0,0.0,0.0,1.0,1.0,0.0
Chris Bedia,CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,1.6,4.0,2.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,NED,DF,Manchester Utd,Premier League,26,1997,0.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,NED,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,4.0,7.0,1.76,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,22,2001,3.3,7.0,2.11,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,32,1991,6.8,18.0,2.63,15.0,0.0,1.0,2.0,0.0,0.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,1991,14.0,35.0,2.5,25.0,0.0,0.0,2.0,7.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0
Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,26.9,76.0,2.83,47.0,0.0,11.0,7.0,11.0,0.0,10.0,0.37,2.0,0.0,3.0,3.0,2.0,0.0
Jérémie Bela,ANG,"MF,FW",Clermont Foot,Ligue 1,30,1993,2.3,7.0,3.07,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reda Belahyane,FRA,MF,Hellas Verona,Serie A,19,2004,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reda Belahyane,FRA,MF,Nice,Ligue 1,19,2004,0.3,2.0,6.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amari'i Bell,JAM,DF,Luton Town,Premier League,29,1994,19.1,25.0,1.31,22.0,0.0,0.0,0.0,2.0,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,31,1991,7.4,5.0,0.68,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Alaa Bellaarouch,MAR,GK,Strasbourg,Ligue 1,21,2002,15.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoul Bellanova,ITA,DF,Torino,Serie A,23,2000,33.8,96.0,2.83,74.0,4.0,7.0,4.0,6.0,1.0,9.0,0.27,9.0,0.0,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,25,1998,10.6,30.0,2.81,20.0,2.0,6.0,1.0,1.0,0.0,2.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,3.0,6.0,2.01,4.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
