player,nationality,position,team,comp_level,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,2004,11.4,473.0,12.0,95.0,242.0,139.0,24.0,473.0,23.0,10.0,43.5,11.0,47.8,338.0,1944.0,832.0,18.0,14.0,4.0,15.0,14.0,307.0,47.0
Federico Fazio,ARG,DF,Salernitana,Serie A,36,1987,15.1,773.0,134.0,403.0,346.0,27.0,17.0,773.0,2.0,2.0,100.0,0.0,0.0,325.0,1521.0,825.0,2.0,0.0,0.0,8.0,3.0,370.0,2.0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,2003,13.7,714.0,24.0,160.0,324.0,242.0,36.0,714.0,41.0,20.0,48.8,17.0,41.5,364.0,2063.0,939.0,24.0,19.0,7.0,32.0,21.0,382.0,51.0
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,1993,11.7,749.0,4.0,48.0,361.0,351.0,54.0,749.0,34.0,21.0,61.8,6.0,17.6,449.0,2232.0,1113.0,32.0,28.0,7.0,43.0,23.0,584.0,77.0
Felipe,BRA,DF,Nott'ham Forest,Premier League,34,1989,4.2,257.0,22.0,133.0,116.0,9.0,4.0,257.0,2.0,1.0,50.0,1.0,50.0,147.0,692.0,361.0,1.0,1.0,0.0,3.0,1.0,156.0,0.0
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4.0,209.0,36.0,134.0,73.0,4.0,3.0,209.0,0.0,0.0,0.0,0.0,0.0,106.0,499.0,145.0,0.0,0.0,0.0,1.0,0.0,129.0,0.0
João Félix,POR,FW,Barcelona,La Liga,23,1999,17.1,929.0,15.0,91.0,351.0,495.0,104.0,929.0,89.0,29.0,32.6,51.0,57.3,613.0,3648.0,1930.0,69.0,53.0,31.0,43.0,32.0,766.0,169.0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,32.5,2036.0,299.0,1027.0,916.0,103.0,53.0,2036.0,7.0,6.0,85.7,1.0,14.3,1077.0,5100.0,2608.0,25.0,11.0,1.0,17.0,7.0,1202.0,6.0
Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,17.6,1275.0,62.0,460.0,604.0,228.0,9.0,1275.0,11.0,6.0,54.5,5.0,45.5,627.0,3750.0,2073.0,46.0,27.0,1.0,18.0,5.0,743.0,45.0
Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,15.2,448.0,13.0,64.0,204.0,185.0,45.0,448.0,16.0,7.0,43.8,6.0,37.5,286.0,1299.0,414.0,13.0,9.0,5.0,40.0,31.0,336.0,62.0
Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,30.1,2043.0,54.0,317.0,1178.0,561.0,82.0,2043.0,34.0,14.0,41.2,15.0,44.1,1213.0,5803.0,2570.0,57.0,45.0,13.0,22.0,22.0,1646.0,138.0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,1994,34.6,2585.0,96.0,414.0,1069.0,1126.0,105.0,2580.0,44.0,19.0,43.2,21.0,47.7,1367.0,6155.0,3408.0,86.0,61.0,23.0,48.0,35.0,1715.0,182.0
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,1996,14.3,951.0,98.0,403.0,418.0,138.0,4.0,951.0,8.0,6.0,75.0,2.0,25.0,483.0,2609.0,1467.0,9.0,12.0,1.0,6.0,5.0,532.0,9.0
Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,216.0,156.0,207.0,9.0,1.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,112.0,636.0,426.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,30,1992,14.3,775.0,52.0,212.0,405.0,163.0,8.0,775.0,7.0,4.0,57.1,2.0,28.6,384.0,1736.0,783.0,11.0,20.0,1.0,9.0,12.0,463.0,26.0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,4.5,142.0,6.0,16.0,79.0,49.0,14.0,141.0,10.0,3.0,30.0,7.0,70.0,64.0,315.0,100.0,5.0,3.0,0.0,13.0,14.0,85.0,13.0
Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,24.5,2128.0,67.0,442.0,1209.0,488.0,47.0,2126.0,44.0,23.0,52.3,17.0,38.6,1315.0,6080.0,3109.0,52.0,46.0,8.0,29.0,24.0,1675.0,54.0
Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,3.1,115.0,90.0,115.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,58.0,357.0,205.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
Valery Fernández,ESP,"MF,FW",Girona,La Liga,23,1999,5.6,285.0,12.0,60.0,108.0,120.0,23.0,285.0,19.0,7.0,36.8,6.0,31.6,182.0,1299.0,590.0,20.0,10.0,7.0,15.0,8.0,204.0,54.0
Fernando,ESP,GK,Almería,La Liga,33,1990,4.0,169.0,138.0,167.0,2.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,93.0,536.0,339.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0
Fernando,BRA,MF,Sevilla,La Liga,36,1987,5.1,288.0,10.0,74.0,169.0,49.0,5.0,288.0,6.0,4.0,66.7,1.0,16.7,168.0,878.0,429.0,5.0,8.0,1.0,5.0,3.0,186.0,7.0
Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,2005,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
Andrea Ferraris,ITA,MF,Monza,Serie A,20,2003,0.1,5.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
André Ferreira,POR,GK,Granada,La Liga,27,1996,14.9,542.0,473.0,541.0,1.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,271.0,1478.0,829.0,0.0,0.0,0.0,2.0,1.0,192.0,0.0
João Ferreira,POR,DF,Udinese,Serie A,22,2001,20.2,1107.0,122.0,501.0,475.0,146.0,11.0,1107.0,33.0,18.0,54.5,12.0,36.4,515.0,2764.0,1488.0,19.0,21.0,4.0,22.0,8.0,533.0,45.0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31,1992,22.6,1525.0,51.0,347.0,877.0,320.0,18.0,1525.0,36.0,17.0,47.2,19.0,52.8,1231.0,6540.0,2900.0,37.0,43.0,5.0,45.0,33.0,1132.0,68.0
Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18,2004,0.8,45.0,2.0,5.0,21.0,19.0,6.0,45.0,1.0,0.0,0.0,1.0,100.0,23.0,93.0,19.0,0.0,0.0,0.0,6.0,2.0,32.0,8.0
Rachad Fettal,MAR,FW,Almería,La Liga,18,2005,0.2,9.0,0.0,1.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0
Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,2006,0.4,19.0,0.0,1.0,6.0,12.0,1.0,19.0,1.0,0.0,0.0,1.0,100.0,11.0,64.0,23.0,1.0,2.0,0.0,1.0,1.0,13.0,2.0
Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,2004,19.5,1121.0,53.0,333.0,510.0,308.0,24.0,1121.0,58.0,36.0,62.1,21.0,36.2,495.0,3461.0,1845.0,51.0,35.0,11.0,37.0,24.0,527.0,59.0
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4.0,141.0,131.0,139.0,2.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,57.0,290.0,176.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22,2000,3.2,185.0,9.0,60.0,71.0,55.0,8.0,185.0,2.0,1.0,50.0,1.0,50.0,72.0,399.0,179.0,6.0,3.0,1.0,5.0,1.0,93.0,9.0
John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31,1991,1.0,49.0,3.0,10.0,29.0,11.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,19.0,81.0,39.0,2.0,1.0,0.0,2.0,0.0,27.0,0.0
Mark Flekken,NED,GK,Brentford,Premier League,30,1993,36.5,1658.0,1268.0,1584.0,74.0,0.0,0.0,1658.0,4.0,3.0,75.0,1.0,25.0,930.0,5167.0,2908.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0
Alessandro Florenzi,ITA,DF,Milan,Serie A,32,1991,19.2,1449.0,62.0,403.0,699.0,354.0,19.0,1449.0,13.0,1.0,7.7,11.0,84.6,816.0,4084.0,2195.0,29.0,28.0,1.0,17.0,5.0,916.0,50.0
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,31.7,2146.0,22.0,174.0,785.0,1211.0,190.0,2146.0,102.0,47.0,46.1,46.0,45.1,1435.0,6921.0,3434.0,93.0,79.0,56.0,62.0,49.0,1753.0,269.0
Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,29.4,1154.0,943.0,1136.0,20.0,0.0,0.0,1154.0,2.0,2.0,100.0,0.0,0.0,574.0,3483.0,2223.0,0.0,0.0,0.0,1.0,1.0,388.0,0.0
Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,6.2,244.0,7.0,37.0,84.0,133.0,21.0,244.0,15.0,8.0,53.3,7.0,46.7,210.0,1566.0,836.0,26.0,18.0,10.0,16.0,11.0,197.0,60.0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,30.0,2113.0,66.0,357.0,1329.0,458.0,49.0,2113.0,67.0,39.0,58.2,26.0,38.8,1614.0,9082.0,4247.0,53.0,83.0,8.0,49.0,33.0,1465.0,86.0
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,1996,31.0,1714.0,114.0,642.0,733.0,355.0,21.0,1714.0,27.0,8.0,29.6,16.0,59.3,777.0,4085.0,2496.0,44.0,32.0,2.0,22.0,11.0,860.0,69.0
Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,20.4,1250.0,78.0,374.0,569.0,314.0,19.0,1250.0,12.0,7.0,58.3,5.0,41.7,796.0,4095.0,1848.0,24.0,24.0,1.0,27.0,10.0,730.0,84.0
Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,1998,30.9,1200.0,63.0,233.0,606.0,384.0,57.0,1200.0,70.0,22.0,31.4,42.0,60.0,662.0,3947.0,1714.0,56.0,41.0,8.0,62.0,38.0,730.0,110.0
Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,0.5,23.0,0.0,2.0,14.0,8.0,2.0,23.0,3.0,0.0,0.0,3.0,100.0,17.0,100.0,49.0,3.0,0.0,1.0,1.0,0.0,13.0,2.0
Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,1996,4.7,277.0,7.0,53.0,128.0,98.0,20.0,277.0,12.0,6.0,50.0,5.0,41.7,156.0,645.0,256.0,4.0,7.0,2.0,8.0,8.0,176.0,27.0
Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,12.8,811.0,10.0,103.0,423.0,295.0,40.0,811.0,26.0,11.0,42.3,14.0,53.8,420.0,2044.0,1160.0,37.0,23.0,13.0,25.0,13.0,571.0,82.0
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,1991,5.2,261.0,7.0,25.0,132.0,105.0,19.0,260.0,9.0,3.0,33.3,4.0,44.4,173.0,801.0,290.0,8.0,3.0,4.0,12.0,7.0,196.0,38.0
Omari Forson,ENG,FW,Manchester Utd,Premier League,19,2004,0.8,39.0,0.0,2.0,25.0,12.0,1.0,39.0,2.0,1.0,50.0,1.0,50.0,29.0,115.0,34.0,1.0,3.0,0.0,1.0,0.0,31.0,2.0
Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,1995,4.3,250.0,2.0,24.0,114.0,114.0,9.0,250.0,4.0,1.0,25.0,1.0,25.0,125.0,660.0,276.0,7.0,10.0,1.0,9.0,7.0,149.0,19.0
Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,3.5,250.0,10.0,72.0,118.0,60.0,3.0,250.0,7.0,3.0,42.9,4.0,57.1,144.0,572.0,197.0,3.0,3.0,0.0,1.0,2.0,174.0,38.0
Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,21.1,692.0,41.0,93.0,289.0,321.0,93.0,692.0,39.0,19.0,48.7,18.0,46.2,380.0,2464.0,1278.0,55.0,31.0,36.0,69.0,33.0,479.0,104.0
Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,1993,20.5,1258.0,47.0,423.0,558.0,290.0,18.0,1258.0,45.0,22.0,48.9,16.0,35.6,577.0,3158.0,1668.0,42.0,32.0,6.0,34.0,16.0,659.0,64.0
Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,11.8,827.0,69.0,270.0,389.0,175.0,16.0,827.0,27.0,20.0,74.1,6.0,22.2,426.0,2278.0,1192.0,19.0,28.0,3.0,17.0,7.0,494.0,28.0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,2004,2.6,119.0,3.0,31.0,45.0,51.0,9.0,119.0,14.0,4.0,28.6,9.0,64.3,81.0,722.0,372.0,12.0,11.0,5.0,4.0,7.0,73.0,12.0
Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,2000,13.7,689.0,44.0,214.0,410.0,72.0,7.0,689.0,13.0,7.0,53.8,6.0,46.2,327.0,1782.0,841.0,13.0,8.0,1.0,13.0,8.0,418.0,14.0
Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,1995,24.4,1584.0,49.0,299.0,646.0,647.0,55.0,1582.0,30.0,12.0,40.0,18.0,60.0,1056.0,5787.0,2415.0,56.0,42.0,6.0,36.0,15.0,997.0,210.0
Nathan Fraser,IRL,FW,Wolves,Premier League,18,2005,2.1,62.0,4.0,10.0,28.0,25.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,22.0,1.0,1.0,1.0,4.0,2.0,39.0,21.0
Davide Frattesi,ITA,MF,Inter,Serie A,23,1999,10.6,428.0,28.0,96.0,194.0,140.0,56.0,428.0,21.0,7.0,33.3,13.0,61.9,250.0,1689.0,781.0,27.0,17.0,10.0,17.0,16.0,301.0,40.0
Jean Frederic N'Guessan,CIV,"MF,FW",Metz,Ligue 1,20,2003,1.2,59.0,1.0,4.0,42.0,15.0,1.0,59.0,4.0,3.0,75.0,0.0,0.0,42.0,232.0,88.0,1.0,2.0,0.0,1.0,2.0,36.0,2.0
Morten Frendrup,DEN,MF,Genoa,Serie A,22,2001,34.9,1651.0,70.0,404.0,922.0,345.0,36.0,1651.0,25.0,16.0,64.0,8.0,32.0,762.0,3773.0,1611.0,36.0,20.0,4.0,55.0,14.0,870.0,69.0
Remo Freuler,SUI,MF,Bologna,Serie A,31,1992,29.2,2178.0,81.0,525.0,1304.0,361.0,33.0,2178.0,12.0,8.0,66.7,3.0,25.0,1177.0,5516.0,2531.0,37.0,28.0,5.0,27.0,16.0,1564.0,48.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,24.4,1379.0,234.0,824.0,541.0,34.0,4.0,1379.0,6.0,5.0,83.3,1.0,16.7,751.0,3710.0,1801.0,4.0,6.0,0.0,13.0,5.0,786.0,2.0
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,17.4,1089.0,158.0,670.0,375.0,47.0,17.0,1089.0,3.0,2.0,66.7,1.0,33.3,652.0,2780.0,1267.0,2.0,7.0,1.0,10.0,1.0,725.0,4.0
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,2000,25.0,1329.0,19.0,158.0,406.0,784.0,205.0,1329.0,106.0,48.0,45.3,48.0,45.3,824.0,6275.0,3756.0,153.0,62.0,73.0,51.0,37.0,941.0,348.0
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,1997,17.2,668.0,17.0,97.0,258.0,333.0,49.0,668.0,49.0,15.0,30.6,25.0,51.0,380.0,2508.0,1383.0,42.0,29.0,12.0,33.0,15.0,450.0,144.0
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,28.5,1667.0,8.0,117.0,628.0,948.0,124.0,1666.0,153.0,73.0,47.7,68.0,44.4,1070.0,8503.0,4459.0,153.0,106.0,56.0,53.0,27.0,1267.0,259.0
Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,2004,0.4,15.0,0.0,2.0,4.0,9.0,5.0,15.0,1.0,1.0,100.0,0.0,0.0,8.0,41.0,4.0,0.0,0.0,0.0,1.0,3.0,9.0,2.0
Angelo Fulgini,FRA,MF,Lens,Ligue 1,26,1996,15.3,996.0,19.0,97.0,439.0,471.0,48.0,996.0,42.0,18.0,42.9,22.0,52.4,692.0,3650.0,1415.0,35.0,42.0,7.0,33.0,36.0,667.0,117.0
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,2.0,85.0,2.0,7.0,44.0,34.0,5.0,85.0,1.0,0.0,0.0,1.0,100.0,45.0,154.0,71.0,2.0,1.0,0.0,4.0,1.0,70.0,12.0
Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30,1993,24.6,782.0,31.0,71.0,353.0,360.0,105.0,779.0,20.0,5.0,25.0,10.0,50.0,409.0,1511.0,560.0,17.0,16.0,11.0,50.0,23.0,620.0,119.0
Gerardo Fusco,ITA,FW,Salernitana,Serie A,18,2005,0.2,9.0,0.0,0.0,6.0,3.0,1.0,9.0,1.0,0.0,0.0,1.0,100.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,0.1,11.0,10.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,14.2,1035.0,116.0,518.0,482.0,40.0,21.0,1035.0,2.0,2.0,100.0,0.0,0.0,611.0,3097.0,1627.0,11.0,4.0,0.0,5.0,2.0,719.0,2.0
Matteo Gabbia,ITA,DF,Villarreal,La Liga,23,1999,5.3,369.0,56.0,201.0,159.0,9.0,2.0,369.0,0.0,0.0,0.0,0.0,0.0,205.0,963.0,555.0,1.0,1.0,0.0,4.0,0.0,244.0,0.0
Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23,2000,8.3,328.0,5.0,22.0,162.0,154.0,19.0,327.0,30.0,10.0,33.3,14.0,46.7,179.0,1122.0,473.0,17.0,14.0,6.0,17.0,15.0,214.0,42.0
Gianluca Gaetano,ITA,MF,Napoli,Serie A,23,2000,1.8,118.0,4.0,12.0,68.0,41.0,5.0,118.0,5.0,1.0,20.0,4.0,80.0,58.0,295.0,155.0,6.0,1.0,1.0,5.0,3.0,76.0,5.0
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,29,1994,26.2,1761.0,94.0,439.0,1034.0,310.0,42.0,1761.0,17.0,8.0,47.1,7.0,41.2,1045.0,5931.0,2950.0,38.0,36.0,2.0,28.0,14.0,1222.0,36.0
Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24,1999,18.3,809.0,15.0,77.0,335.0,412.0,107.0,809.0,54.0,31.0,57.4,17.0,31.5,549.0,3003.0,1472.0,43.0,31.0,13.0,44.0,32.0,618.0,130.0
Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,1994,1.0,78.0,0.0,17.0,19.0,43.0,3.0,78.0,4.0,2.0,50.0,0.0,0.0,52.0,289.0,146.0,3.0,1.0,0.0,5.0,3.0,48.0,13.0
Javi Galán,ESP,DF,Real Sociedad,La Liga,28,1994,11.9,809.0,18.0,185.0,383.0,253.0,13.0,809.0,44.0,18.0,40.9,19.0,43.2,427.0,2661.0,1593.0,46.0,17.0,5.0,16.0,11.0,473.0,70.0
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,29,1993,23.2,1407.0,30.0,194.0,883.0,345.0,7.0,1407.0,33.0,22.0,66.7,8.0,24.2,782.0,3740.0,1637.0,26.0,29.0,1.0,24.0,29.0,948.0,36.0
Pablo Galdames Millán,CHI,"MF,DF",Genoa,Serie A,26,1996,0.1,26.0,0.0,1.0,19.0,6.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,24.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0
Conor Gallagher,ENG,MF,Chelsea,Premier League,23,2000,34.8,2443.0,77.0,468.0,1221.0,793.0,79.0,2443.0,65.0,38.0,58.5,18.0,27.7,1453.0,7243.0,2979.0,62.0,54.0,14.0,69.0,39.0,1739.0,122.0
Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,27.7,1656.0,84.0,567.0,719.0,395.0,22.0,1656.0,42.0,19.0,45.2,20.0,47.6,804.0,4815.0,2858.0,69.0,53.0,12.0,27.0,13.0,848.0,101.0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,13.2,603.0,38.0,189.0,305.0,117.0,1.0,603.0,12.0,5.0,41.7,4.0,33.3,276.0,1235.0,527.0,12.0,11.0,0.0,11.0,3.0,282.0,16.0
Kévin Gameiro,FRA,"FW,MF",Strasbourg,Ligue 1,36,1987,15.0,571.0,5.0,51.0,272.0,256.0,46.0,569.0,13.0,7.0,53.8,5.0,38.5,448.0,2487.0,909.0,26.0,25.0,10.0,25.0,15.0,428.0,81.0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,20.9,1126.0,59.0,280.0,608.0,252.0,21.0,1126.0,25.0,11.0,44.0,11.0,44.0,592.0,2976.0,1431.0,29.0,26.0,2.0,17.0,20.0,670.0,41.0
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,24,1999,2.0,77.0,1.0,4.0,24.0,51.0,10.0,77.0,1.0,0.0,0.0,1.0,100.0,64.0,438.0,109.0,7.0,2.0,3.0,4.0,3.0,62.0,26.0
Aleix García,ESP,MF,Girona,La Liga,26,1997,35.5,3220.0,149.0,780.0,1809.0,651.0,18.0,3220.0,24.0,15.0,62.5,6.0,25.0,1923.0,9334.0,4604.0,58.0,44.0,3.0,26.0,15.0,2403.0,52.0
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30,1992,27.5,1102.0,33.0,196.0,354.0,567.0,101.0,1102.0,25.0,10.0,40.0,14.0,56.0,547.0,2790.0,1229.0,56.0,21.0,22.0,54.0,11.0,696.0,252.0
Dani García,ESP,MF,Athletic Club,La Liga,33,1990,8.3,398.0,21.0,81.0,258.0,64.0,7.0,398.0,3.0,3.0,100.0,0.0,0.0,176.0,711.0,287.0,3.0,6.0,0.0,4.0,2.0,228.0,4.0
David García,ESP,DF,Osasuna,La Liga,29,1994,25.9,1585.0,166.0,665.0,863.0,64.0,24.0,1585.0,4.0,3.0,75.0,1.0,25.0,796.0,4308.0,2698.0,21.0,12.0,0.0,9.0,2.0,914.0,4.0
Eric García,ESP,DF,Barcelona,La Liga,22,2001,0.6,53.0,2.0,18.0,33.0,2.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,34.0,171.0,114.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
Eric García,ESP,DF,Girona,La Liga,22,2001,29.3,2567.0,180.0,972.0,1378.0,227.0,23.0,2567.0,9.0,4.0,44.4,4.0,44.4,1604.0,7491.0,4670.0,45.0,34.0,1.0,17.0,9.0,1900.0,18.0
Fran Garcia,ESP,DF,Real Madrid,La Liga,23,1999,15.5,1148.0,39.0,309.0,464.0,385.0,23.0,1148.0,18.0,8.0,44.4,9.0,50.0,686.0,3666.0,1956.0,53.0,30.0,4.0,22.0,8.0,747.0,139.0
Francisco Jesús Crespo García,ESP,FW,Las Palmas,La Liga,27,1996,5.6,321.0,3.0,29.0,124.0,170.0,15.0,321.0,34.0,15.0,44.1,18.0,52.9,204.0,1363.0,511.0,17.0,15.0,4.0,17.0,13.0,241.0,66.0
Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,19,2004,0.2,11.0,0.0,2.0,4.0,5.0,1.0,11.0,1.0,0.0,0.0,1.0,100.0,8.0,56.0,20.0,1.0,1.0,1.0,0.0,0.0,7.0,3.0
Jastin García,ESP,FW,Girona,La Liga,19,2004,0.4,18.0,0.0,1.0,6.0,11.0,2.0,18.0,2.0,1.0,50.0,1.0,50.0,13.0,76.0,48.0,2.0,0.0,1.0,3.0,0.0,15.0,8.0
Raúl García,ESP,"FW,MF",Athletic Club,La Liga,37,1986,4.7,202.0,10.0,28.0,96.0,80.0,22.0,202.0,5.0,2.0,40.0,3.0,60.0,95.0,390.0,124.0,4.0,7.0,2.0,9.0,5.0,146.0,15.0
Rubén García,ESP,"FW,MF",Osasuna,La Liga,30,1993,17.2,951.0,19.0,125.0,365.0,466.0,40.0,951.0,31.0,18.0,58.1,9.0,29.0,473.0,2042.0,730.0,16.0,26.0,4.0,31.0,23.0,647.0,117.0
Santiago García,,FW,Getafe,La Liga,21,2001,0.3,16.0,0.0,1.0,4.0,12.0,0.0,16.0,3.0,0.0,0.0,3.0,100.0,11.0,55.0,29.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,27,1996,10.1,658.0,21.0,140.0,309.0,215.0,8.0,658.0,18.0,10.0,55.6,6.0,33.3,423.0,2330.0,1157.0,21.0,18.0,2.0,9.0,14.0,394.0,66.0
Unai García,ESP,DF,Osasuna,La Liga,31,1992,6.2,259.0,26.0,121.0,124.0,16.0,7.0,259.0,1.0,0.0,0.0,1.0,100.0,104.0,379.0,183.0,2.0,2.0,0.0,3.0,3.0,136.0,1.0
Alejandro Garnacho,ARG,FW,Manchester Utd,Premier League,19,2004,28.5,1312.0,13.0,180.0,403.0,741.0,248.0,1312.0,131.0,48.0,36.6,63.0,48.1,938.0,8015.0,4211.0,178.0,83.0,102.0,69.0,49.0,1006.0,281.0
James Garner,ENG,MF,Everton,Premier League,22,2001,33.4,1610.0,83.0,307.0,776.0,549.0,41.0,1610.0,41.0,19.0,46.3,16.0,39.0,736.0,3856.0,1657.0,36.0,37.0,5.0,33.0,10.0,857.0,76.0
Luca Garritano,ITA,"MF,DF",Frosinone,Serie A,29,1994,5.4,283.0,13.0,75.0,119.0,91.0,12.0,283.0,5.0,0.0,0.0,5.0,100.0,141.0,736.0,310.0,6.0,2.0,1.0,8.0,2.0,173.0,23.0
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35,1988,25.1,1918.0,70.0,475.0,1199.0,257.0,9.0,1918.0,25.0,8.0,32.0,14.0,56.0,1458.0,6939.0,2842.0,21.0,27.0,0.0,29.0,9.0,1353.0,21.0
Federico Gatti,ITA,DF,Juventus,Serie A,25,1998,29.3,1640.0,122.0,504.0,950.0,201.0,47.0,1640.0,22.0,9.0,40.9,10.0,45.5,963.0,5225.0,3233.0,52.0,31.0,1.0,24.0,12.0,1115.0,43.0
Federico Gattoni,ARG,"DF,FW",Sevilla,La Liga,24,1999,0.1,11.0,1.0,6.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
